batch_size,worker_num,epoch,total_time,data_time,data_whole_time,training_time
16,1,0,15.999609231948853,8.483168125152588,9.480395555496216,6.519213676452637
16,2,0,8.096442461013794,0.9005641937255859,1.5545260906219482,6.541916370391846
16,4,0,7.6850574016571045,0.5361731052398682,1.1564624309539795,6.528594970703125
16,1,0,15.832948446273804,8.317097663879395,9.31351113319397,6.519437313079834
16,2,0,8.178335189819336,1.0022833347320557,1.6529059410095215,6.5254292488098145
16,4,0,7.5718653202056885,0.4309425354003906,1.0458416938781738,6.526023626327515
16,8,0,7.6341423988342285,0.47432422637939453,1.105666160583496,6.528476238250732
16,16,0,7.653528928756714,0.43694353103637695,1.1005799770355225,6.552948951721191
16,32,0,7.790995359420776,0.5323679447174072,1.2178666591644287,6.573128700256348
16,40,0,8.408875226974487,0.756671667098999,1.5482349395751953,6.860640287399292
16,64,0,8.201216220855713,0.8786311149597168,1.630751609802246,6.570464611053467
16,128,0,9.142467975616455,1.713212251663208,2.517618417739868,6.624849557876587
32,1,0,15.741464853286743,9.096688747406006,9.879651546478271,5.861813306808472
32,2,0,8.262815237045288,1.7492566108703613,2.3884310722351074,5.874384164810181
32,4,0,6.860105037689209,0.42412757873535156,1.013913869857788,5.846191167831421
32,8,0,6.817010402679443,0.4019203186035156,0.9333837032318115,5.883626699447632
32,16,0,6.917139768600464,0.46962523460388184,1.0337514877319336,5.88338828086853
32,32,0,7.030885934829712,0.5562231540679932,1.1445701122283936,5.886315822601318
32,40,0,7.135019302368164,0.6063013076782227,1.2074661254882812,5.927553176879883
32,64,0,7.373383045196533,0.943885087966919,1.540797472000122,5.832585573196411
32,128,0,8.029990434646606,1.5257115364074707,2.1445438861846924,5.885446548461914
64,1,0,16.677494525909424,10.613848209381104,11.21420693397522,5.463287591934204
64,2,0,8.344381093978882,2.311350107192993,2.8714969158172607,5.472884178161621
64,4,0,6.502376079559326,0.5223782062530518,1.0374548435211182,5.464921236038208
64,8,0,6.433110475540161,0.46174001693725586,0.9432718753814697,5.489838600158691
64,16,0,6.380194902420044,0.43854498863220215,0.9304935932159424,5.449701309204102
64,32,0,6.626800537109375,0.6211128234863281,1.1295087337493896,5.497291803359985
64,40,0,6.887161016464233,0.9040679931640625,1.4295871257781982,5.457573890686035
64,64,0,6.898634672164917,0.9192585945129395,1.431131362915039,5.467503309249878
64,128,0,7.583760499954224,1.5753474235534668,2.0958409309387207,5.487919569015503
128,1,0,17.35198974609375,11.693528175354004,12.181577444076538,5.170412302017212
128,2,0,8.5611093044281,2.904754400253296,3.3856215476989746,5.175487756729126
128,4,0,6.519418239593506,0.8451175689697266,1.3125407695770264,5.2068774700164795
128,8,0,6.346109390258789,0.6594963073730469,1.132800579071045,5.213308811187744
128,16,0,6.221509695053101,0.5624997615814209,1.0345821380615234,5.186927556991577
128,32,0,6.381408929824829,0.7217578887939453,1.1782293319702148,5.203179597854614
128,40,0,6.421016693115234,0.7957217693328857,1.2450854778289795,5.175931215286255
128,64,0,6.566207408905029,0.917910099029541,1.3716998100280762,5.194507598876953
128,128,0,7.169362783432007,1.4439218044281006,1.9112157821655273,5.2581470012664795
256,1,0,17.237188816070557,11.787826299667358,12.243212461471558,4.993976354598999
256,2,0,9.421233177185059,3.998429775238037,4.439978361129761,4.981254816055298
256,4,0,6.956739664077759,1.5193850994110107,1.9717833995819092,4.98495626449585
256,8,0,6.7921576499938965,1.3530657291412354,1.7960519790649414,4.996105670928955
256,16,0,6.624186992645264,1.1726510524749756,1.630845308303833,4.993341684341431
256,32,0,6.935228109359741,1.5148727893829346,1.950747013092041,4.9844810962677
256,40,0,7.077640533447266,1.6478447914123535,2.0856382846832275,4.992002248764038
256,64,0,7.122032403945923,1.6683287620544434,2.1100010871887207,5.012031316757202
256,128,0,7.729414224624634,2.2656517028808594,2.712035655975342,5.017378568649292
512,1,0,17.135785341262817,11.596356630325317,12.003839015960693,5.131946325302124
512,2,0,10.849039793014526,5.267722129821777,5.694861173629761,5.154178619384766
512,4,0,8.663578987121582,3.1078567504882812,3.5209853649139404,5.142593622207642
512,8,0,8.885799884796143,3.322460174560547,3.749232530593872,5.1365673542022705
512,16,0,8.914268016815186,3.3425793647766113,3.7658355236053467,5.148432493209839
512,32,0,9.257703065872192,3.6733312606811523,4.106428146362305,5.151274919509888
512,40,0,9.141340732574463,3.57938814163208,4.004694938659668,5.136645793914795
512,64,0,9.400083780288696,3.8325655460357666,4.252319097518921,5.147764682769775
512,128,0,10.075010061264038,4.486682891845703,4.903381586074829,5.171628475189209
